timestamp,count
2026-01-30 21:19:02,3
2026-01-30 21:19:03,4
2026-01-30 21:19:04,4
2026-01-30 21:19:05,6
2026-01-30 21:19:06,5
2026-01-30 21:19:06,4
2026-01-30 21:19:07,5
2026-01-30 21:19:13,6
2026-01-30 21:19:26,5
