timestamp,count
2026-01-30 21:19:02,9
2026-01-30 21:19:03,6
2026-01-30 21:19:04,8
2026-01-30 21:19:05,9
2026-01-30 21:19:06,10
2026-01-30 21:19:06,9
2026-01-30 21:19:07,9
2026-01-30 21:19:18,10
2026-01-30 21:19:33,9
