timestamp,count
2026-01-30 21:19:02,8
2026-01-30 21:19:03,7
2026-01-30 21:19:04,7
2026-01-30 21:19:05,6
2026-01-30 21:19:06,7
2026-01-30 21:19:06,7
2026-01-30 21:19:08,7
